Participant,Live_With,Another_Dog,Consider_Getting_Another_Dog,MostImp1_Rec,MostImp2_Rec,MostImp3_Rec,MostImp4_Rec,MostImp5_Rec,MostImp6_Rec,MostImpT2_1_Rec,MostImpT2_2_Rec,MostImpT2_3_Rec,MostImpT2_4_Rec,MostImpT2_5_Rec,MostImpT2_6_Rec,Where_Purchased_Rec,ExpectationsMet_YesNo,ExpectationsMet_Rec,Time_Thinking_Rec,Where_Dog_Is_Now_Rec,Live_With_Time_Rec,Where_Would_You_Purchase_Rec,First,Second,Third,Fourth,Fifth,Sixth,Shelter,Breeder,Yes,appearance,breed,size,age,personality,trainability,compatibility,rank_sum
P671,1,1,#NULL!,3,7,2,5,1,4,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,5,3,1,6,4,7,2,28
P805,1,1,#NULL!,3,1,5,4,4,6,8,8,8,8,8,8,3,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,2,7,1,5,3,6,0,24
P806,1,1,#NULL!,3,4,1,7,6,5,8,8,8,8,8,8,3,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,3,7,1,2,6,5,4,28
P807,1,1,#NULL!,3,7,4,5,1,6,8,8,8,8,8,8,3,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,5,7,1,3,4,6,2,28
P876,1,1,#NULL!,3,7,1,5,2,6,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,3,5,1,7,4,6,2,28
P922,1,1,#NULL!,3,7,5,6,4,1,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,6,7,1,5,3,4,2,28
P978,1,1,#NULL!,3,7,5,4,6,2,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,7,6,1,4,3,5,2,28
P1184,1,1,#NULL!,3,5,7,2,1,6,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,5,4,1,7,2,6,3,28
P1241,1,1,#NULL!,3,5,2,1,4,6,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,4,3,1,5,2,6,7,28
P1304,1,1,#NULL!,3,1,5,4,7,2,8,8,8,8,8,8,2,4,4,4,11,5,8,0,1,0,0,0,0,0,0,0,2,6,1,4,3,7,5,28
P1404,1,1,#NULL!,3,1,7,4,5,2,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,2,6,1,4,5,7,3,28
P1405,1,0,0,3,1,4,7,5,2,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,2,6,1,3,5,7,4,28
P89,1,0,1,3,5,7,2,6,1,3,5,7,2,6,1,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,4,1,7,2,5,3,28
P274,1,0,1,3,7,5,4,2,5,3,7,5,4,6,2,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,7,5,1,4,6,0,2,25
P475,1,0,1,3,7,5,1,2,4,3,7,5,1,2,4,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,4,5,1,6,3,7,2,28
P515,1,0,1,3,1,7,5,4,6,3,5,7,4,6,2,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,2,7,1,5,4,6,3,28
P586,0,0,1,3,7,6,5,1,2,5,6,4,2,3,4,2,4,4,1,5,3,2,0,1,0,0,0,0,0,0,0,5,6,1,7,4,3,2,28
P606,1,0,1,3,7,5,2,6,1,3,7,5,2,6,1,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,6,4,1,7,3,5,2,28
P674,1,0,1,3,7,5,2,1,4,3,7,5,4,2,1,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,5,4,1,6,3,7,2,28
P681,1,0,1,3,2,5,7,4,6,3,2,5,6,4,7,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,7,2,1,5,3,6,4,28
P728,1,0,1,3,5,5,7,2,1,5,5,3,7,4,4,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,5,1,7,3,0,4,26
P808,1,0,1,3,7,4,1,5,6,3,7,5,4,1,6,3,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,4,7,1,3,5,6,2,28
P845,1,0,1,3,5,7,6,2,1,3,5,7,1,4,2,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,5,1,7,2,4,3,28
P961,1,0,1,3,5,2,7,1,4,3,5,2,7,1,6,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,5,3,1,6,2,7,4,28
P986,1,0,1,3,5,7,4,1,6,3,5,7,4,6,1,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,5,7,1,4,2,6,3,28
P1088,1,0,1,3,5,7,1,2,4,3,5,7,1,1,2,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,4,5,1,6,2,7,3,28
P1121,1,0,1,3,1,7,5,2,5,3,6,1,7,5,2,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,2,5,1,7,6,0,3,24
P1150,1,0,1,3,2,5,4,7,6,3,2,5,4,7,6,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,7,2,1,4,3,6,5,28
P1207,1,0,1,3,2,5,7,4,1,3,2,7,5,4,1,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,2,1,5,3,7,4,28
P1300,1,0,1,3,7,1,5,4,2,3,7,5,1,4,4,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,3,6,1,5,4,7,2,28
P1467,1,0,1,3,5,7,5,2,4,6,5,2,4,3,6,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,7,5,1,6,4,0,3,26
P1594,1,0,1,3,2,5,6,1,7,3,2,5,7,6,1,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,5,2,1,7,3,4,6,28
P1599,0,0,1,3,5,1,2,7,6,3,6,5,1,7,2,2,4,4,2,5,3,2,0,1,0,0,0,0,0,0,0,3,4,1,7,2,6,5,28
P908,1,1,#NULL!,4,6,3,7,1,5,8,8,8,8,8,8,7,1,1,1,11,5,8,0,0,1,0,0,0,0,0,1,5,7,3,1,6,2,4,28
P333,1,1,#NULL!,4,5,2,1,7,7,8,8,8,8,8,8,7,1,2,2,11,5,8,0,0,1,0,0,0,0,0,1,4,3,7,1,2,0,6,23
P3,0,0,1,4,3,6,1,7,5,5,7,4,3,6,1,2,1,2,1,1,2,7,0,0,1,0,0,0,0,0,1,4,7,2,1,6,3,5,28
P283,0,0,1,4,6,1,2,5,7,5,6,1,4,7,2,7,1,2,2,5,3,7,0,0,1,0,0,0,0,0,1,3,4,7,1,5,2,6,28
P563,0,0,1,4,7,5,6,1,3,7,4,1,5,3,6,4,1,2,1,7,2,7,0,0,1,0,0,0,0,0,1,5,7,6,1,3,4,2,28
P637,1,0,1,4,5,1,5,6,7,1,5,3,6,7,4,7,1,2,2,11,5,7,0,0,1,0,0,0,0,0,1,3,7,0,1,4,5,6,26
P307,1,1,#NULL!,4,5,7,3,1,6,8,8,8,8,8,8,2,1,2,2,11,5,8,0,0,1,0,0,0,0,0,1,5,7,4,1,2,6,3,28
P1238,1,0,1,4,5,6,7,1,2,4,5,7,6,1,2,7,1,2,2,11,5,7,0,0,1,0,0,0,0,0,1,5,6,7,1,2,3,4,28
P1466,1,0,1,4,3,5,7,2,1,3,4,5,7,1,2,7,1,2,4,11,5,7,0,0,1,0,0,0,0,0,1,6,5,2,1,3,7,4,28
P1124,1,0,0,4,6,2,5,7,1,8,8,8,8,8,8,7,1,2,2,11,5,8,0,0,1,0,0,0,0,0,1,6,3,7,1,4,2,5,28
P185,1,0,1,4,5,7,3,2,6,5,4,3,7,2,6,7,1,2,2,11,5,7,0,0,1,0,0,0,0,0,1,7,5,4,1,2,6,3,28
P565,1,0,1,4,5,6,1,2,3,5,4,6,1,3,7,4,1,2,4,11,5,7,0,0,1,0,0,0,0,0,1,4,5,6,1,2,3,7,28
P254,1,0,0,4,5,7,6,3,6,8,8,8,8,8,8,3,1,2,3,11,5,8,0,0,1,0,0,0,0,0,1,7,0,5,1,2,6,3,24
P824,1,0,1,4,5,7,1,6,3,4,5,7,1,6,2,4,1,2,4,11,5,7,0,0,1,0,0,0,0,0,1,4,7,6,1,2,5,3,28
P809,1,0,1,4,7,5,6,2,1,4,7,5,6,2,1,7,1,2,4,11,5,7,0,0,1,0,0,0,0,0,1,6,5,7,1,3,4,2,28
P1609,1,0,1,4,6,5,7,1,6,6,5,4,7,3,1,3,1,2,3,11,5,7,0,0,1,0,0,0,0,0,1,5,7,0,1,3,6,4,26
P1573,1,0,1,4,2,3,6,1,7,3,7,6,1,5,4,3,1,2,4,11,5,2,0,0,1,0,0,0,0,0,1,5,2,3,1,7,4,6,28
P620,1,0,1,4,5,7,3,2,6,4,7,5,6,1,2,3,1,2,1,11,5,7,0,0,1,0,0,0,0,0,1,7,5,4,1,2,6,3,28
P1014,1,0,1,4,6,7,1,5,2,3,5,7,4,6,2,3,1,2,1,11,5,2,0,0,1,0,0,0,0,0,1,4,6,7,1,5,2,3,28
P179,1,1,#NULL!,4,5,3,7,2,1,8,8,8,8,8,8,7,4,3,2,11,5,8,0,0,1,0,0,0,0,0,1,6,5,3,1,2,7,4,28
P935,0,1,#NULL!,4,6,5,3,1,7,8,8,8,8,8,8,7,4,3,1,5,3,8,0,0,1,0,0,0,0,0,1,5,7,4,1,3,2,6,28
P971,1,1,#NULL!,4,3,1,6,2,5,8,8,8,8,8,8,7,4,3,1,11,5,8,0,0,1,0,0,0,0,0,1,3,5,2,1,6,4,7,28
P1666,1,1,#NULL!,4,5,6,7,1,2,8,8,8,8,8,8,3,4,3,2,11,5,8,0,0,1,0,0,0,0,0,1,5,6,7,1,2,3,4,28
P511,1,0,1,4,5,1,6,3,2,5,4,7,1,6,3,7,4,3,1,11,5,7,0,0,1,0,0,0,0,0,1,3,6,5,1,2,4,7,28
P582,0,0,1,4,3,5,6,7,2,5,2,3,6,4,7,7,4,3,1,5,3,2,0,0,1,0,0,0,0,0,1,7,6,2,1,3,4,5,28
P656,1,0,1,4,6,2,5,7,1,4,5,7,6,1,2,7,4,3,4,11,5,7,0,0,1,0,0,0,0,0,1,6,3,7,1,4,2,5,28
P761,1,0,1,4,5,7,6,1,2,4,5,1,7,6,2,7,4,3,1,11,5,7,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,3,28
P1032,1,0,1,4,6,1,3,7,2,6,1,5,2,7,4,3,4,3,4,11,5,7,0,0,1,0,0,0,0,0,1,3,6,4,1,7,2,5,28
P1328,1,0,1,4,5,1,5,3,7,4,5,1,7,3,6,7,4,3,1,11,5,7,0,0,1,0,0,0,0,0,1,3,7,5,1,4,0,6,26
P1570,1,0,1,4,5,3,1,6,2,4,5,7,2,6,1,7,4,3,2,11,5,7,0,0,1,0,0,0,0,0,1,4,6,3,1,2,5,7,28
P172,1,1,#NULL!,4,5,7,1,3,3,8,8,8,8,8,8,2,4,3,2,11,5,8,0,0,1,0,0,0,0,0,1,4,7,6,1,2,0,3,23
P523,1,1,#NULL!,4,5,6,1,7,3,8,8,8,8,8,8,7,4,3,1,11,5,8,0,0,1,0,0,0,0,0,1,4,7,6,1,2,3,5,28
P974,1,1,#NULL!,4,5,7,2,3,6,8,8,8,8,8,8,7,4,3,1,11,5,8,0,0,1,0,0,0,0,0,1,7,4,5,1,2,6,3,28
P1558,0,0,1,4,5,2,6,1,3,4,5,1,1,3,2,7,4,3,2,5,2,7,0,0,1,0,0,0,0,0,1,5,3,6,1,2,4,7,28
P1205,1,0,1,4,3,2,5,1,7,4,5,3,2,7,1,7,4,3,4,11,5,7,0,0,1,0,0,0,0,0,1,5,3,2,1,4,7,6,28
P684,1,0,1,4,5,7,6,1,3,4,5,7,3,6,1,3,4,3,4,11,5,6,0,0,1,0,0,0,0,0,1,5,7,6,1,2,4,3,28
P88,1,1,#NULL!,4,3,2,4,5,7,8,8,8,8,8,8,7,4,3,4,11,5,8,0,0,1,0,0,0,0,0,1,7,3,2,4,5,0,6,27
P493,1,0,1,4,1,5,6,7,3,4,5,7,6,1,3,4,4,3,1,11,5,7,0,0,1,0,0,0,0,0,1,2,7,6,1,3,4,5,28
P187,1,1,#NULL!,4,1,3,5,2,2,8,8,8,8,8,8,3,4,3,4,11,5,8,0,0,1,0,0,0,0,0,1,2,6,3,1,4,7,0,23
P784,1,1,#NULL!,4,3,6,1,5,7,8,8,8,8,8,8,7,4,3,4,11,5,8,0,0,1,0,0,0,0,0,1,4,7,2,1,5,3,6,28
P1602,1,0,0,4,5,7,6,2,3,8,8,8,8,8,8,7,4,3,1,11,5,8,0,0,1,0,0,0,0,0,1,7,5,6,1,2,4,3,28
P1216,1,1,#NULL!,4,5,7,6,1,3,8,8,8,8,8,8,2,4,3,1,11,5,8,0,0,1,0,0,0,0,0,1,5,7,6,1,2,4,3,28
P321,1,0,1,4,5,7,3,1,6,3,5,7,2,1,4,7,4,3,4,11,5,2,0,0,1,0,0,0,0,0,1,5,7,4,1,2,6,3,28
P353,1,0,1,4,5,6,1,7,3,4,5,6,7,1,3,7,4,3,4,11,5,1,0,0,1,0,0,0,0,0,1,4,7,6,1,2,3,5,28
P531,1,0,1,4,6,5,2,1,7,4,7,5,6,2,1,7,4,3,2,11,5,2,0,0,1,0,0,0,0,0,1,5,4,7,1,3,2,6,28
P158,1,0,1,4,1,5,6,2,3,5,4,6,1,2,3,7,4,3,1,11,5,7,0,0,1,0,0,0,0,0,1,2,5,6,1,3,4,7,28
P224,1,0,1,4,5,7,1,3,6,4,6,5,7,2,1,7,4,3,1,11,5,7,0,0,1,0,0,0,0,0,1,4,7,5,1,2,6,3,28
P1098,1,0,1,4,3,1,5,7,6,6,4,5,7,3,1,2,4,3,2,11,5,7,0,0,1,0,0,0,0,0,1,3,7,2,1,4,6,5,28
P1549,1,0,1,4,7,5,1,3,2,5,4,7,6,1,3,7,4,3,1,11,5,7,0,0,1,0,0,0,0,0,1,4,6,5,1,3,7,2,28
P1372,1,0,1,4,3,1,5,2,7,4,7,5,1,6,2,7,4,3,1,11,5,7,0,0,1,0,0,0,0,0,1,3,5,2,1,4,7,6,28
P732,1,0,1,4,6,6,2,1,5,4,5,6,1,2,3,7,4,3,4,11,5,7,0,0,1,0,0,0,0,0,1,5,4,7,1,6,3,0,26
P25,1,0,0,4,5,7,3,6,1,8,8,8,8,8,8,3,4,3,2,11,5,8,0,0,1,0,0,0,0,0,1,6,7,4,1,2,5,3,28
P133,1,1,#NULL!,4,5,2,6,3,1,8,8,8,8,8,8,3,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,6,3,5,1,2,4,7,28
P691,1,0,1,4,5,7,6,1,2,5,4,7,6,2,1,3,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,3,28
P154,1,1,#NULL!,4,5,1,7,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,5,6,1,2,7,4,28
P575,1,0,1,4,3,2,5,6,7,3,2,6,5,4,7,2,4,4,1,11,5,2,0,0,1,0,0,0,0,0,1,7,3,2,1,4,5,6,28
P28,1,1,#NULL!,4,5,7,6,1,3,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,5,7,6,1,2,4,3,28
P46,1,1,#NULL!,4,5,6,1,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,5,6,1,2,3,7,28
P48,1,1,#NULL!,4,3,1,5,7,6,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,7,2,1,4,6,5,28
P202,1,1,#NULL!,4,3,5,1,7,2,8,8,8,8,8,8,7,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,4,6,2,1,3,7,5,28
P236,1,1,#NULL!,4,5,7,1,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,5,6,1,2,7,3,28
P264,1,1,#NULL!,4,5,7,3,6,1,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,6,7,4,1,2,5,3,28
P335,1,1,#NULL!,4,2,3,5,1,6,8,8,8,8,8,8,2,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,5,2,3,1,4,6,7,28
P338,1,1,#NULL!,4,6,2,5,5,7,8,8,8,8,8,8,6,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,7,3,0,1,5,2,6,24
P351,1,1,#NULL!,4,5,6,7,1,3,8,8,8,8,8,8,7,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,5,7,6,1,2,3,4,28
P507,1,1,#NULL!,4,6,5,7,2,3,8,8,8,8,8,8,4,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,7,5,6,1,3,2,4,28
P509,1,1,#NULL!,4,7,6,5,1,3,8,8,8,8,8,8,7,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,5,7,6,1,4,3,2,28
P530,1,1,#NULL!,4,5,1,2,7,6,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,4,7,1,2,6,5,28
P600,1,1,#NULL!,4,5,3,2,1,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,5,6,3,1,2,7,0,24
P955,0,1,#NULL!,4,5,2,3,7,2,8,8,8,8,8,8,7,4,4,1,5,2,8,0,0,1,0,0,0,0,0,1,7,6,4,1,2,0,5,25
P1052,1,1,#NULL!,4,5,1,6,3,7,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,7,5,1,2,4,6,28
P1120,1,1,#NULL!,4,6,5,1,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,5,6,1,3,2,7,28
P1140,1,1,#NULL!,4,6,1,5,3,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,6,5,1,4,2,7,28
P1231,1,1,#NULL!,4,5,7,1,3,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,6,5,1,2,7,3,28
P1267,1,1,#NULL!,4,5,1,2,7,6,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,4,7,1,2,6,5,28
P1274,1,1,#NULL!,4,5,2,3,1,6,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,5,3,4,1,2,6,7,28
P1309,1,1,#NULL!,4,6,1,5,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,5,6,1,4,2,7,28
P1396,0,1,#NULL!,4,3,5,1,2,7,8,8,8,8,8,8,7,4,4,2,5,3,8,0,0,1,0,0,0,0,0,1,4,5,2,1,3,7,6,28
P1449,1,1,#NULL!,4,5,2,1,6,5,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,3,7,1,6,5,0,26
P1481,1,1,#NULL!,4,6,1,2,5,7,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,4,7,1,5,2,6,28
P1482,1,1,#NULL!,4,5,1,6,2,7,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,5,7,1,2,4,6,28
P1502,1,1,#NULL!,4,3,5,7,2,6,8,8,8,8,8,8,2,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,7,5,2,1,3,6,4,28
P1555,1,1,#NULL!,4,5,1,2,6,3,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,4,6,1,2,5,7,28
P1581,1,1,#NULL!,4,3,1,5,6,2,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,3,6,2,1,4,5,7,28
P1595,1,1,#NULL!,4,5,6,2,7,1,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,6,4,7,1,2,3,5,28
P1697,1,1,#NULL!,4,5,6,7,2,3,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,7,5,6,1,2,3,4,28
P765,1,0,0,4,6,3,1,2,7,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,5,3,1,7,2,6,28
P42,1,0,1,4,2,6,3,1,5,2,5,4,7,6,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,2,4,1,6,3,7,28
P81,1,0,1,4,5,7,6,2,1,5,4,7,3,6,2,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,6,5,7,1,2,4,3,28
P82,1,0,1,4,5,7,6,1,2,4,5,7,6,1,2,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,3,28
P148,1,0,1,4,5,7,6,1,2,4,5,7,6,1,2,7,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,3,28
P201,1,0,1,4,5,1,7,2,6,5,4,2,7,6,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,3,5,7,1,2,6,4,28
P242,1,0,1,4,5,7,2,3,1,5,7,4,2,1,3,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,6,4,5,1,2,7,3,28
P243,1,0,1,4,6,7,5,2,1,3,4,5,7,6,2,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,6,5,7,1,4,2,3,28
P278,1,0,1,4,5,1,3,6,7,4,5,7,6,3,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,3,7,4,1,2,5,6,28
P328,1,0,1,4,6,5,2,1,3,4,6,5,2,3,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,4,6,1,3,2,7,28
P332,1,0,1,4,5,6,7,1,2,4,5,7,6,1,2,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,6,7,1,2,3,4,28
P342,1,0,1,4,3,1,6,2,7,3,4,5,1,7,2,2,4,4,1,11,5,2,0,0,1,0,0,0,0,0,1,3,5,2,1,7,4,6,28
P396,1,0,1,4,5,2,6,1,3,4,5,1,6,3,2,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,5,3,6,1,2,4,7,28
P525,1,0,1,4,5,7,6,1,2,5,7,4,6,1,3,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,3,28
P532,0,0,1,4,5,3,2,1,6,4,5,1,6,2,3,3,4,4,1,5,3,7,0,0,1,0,0,0,0,0,1,5,4,3,1,2,6,7,28
P574,1,0,1,4,6,5,7,2,1,6,1,5,4,7,3,4,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,6,5,7,1,3,2,4,28
P601,1,0,1,4,5,2,1,3,6,4,5,1,3,2,6,7,4,4,1,11,5,2,0,0,1,0,0,0,0,0,1,4,3,5,1,2,6,7,28
P626,1,0,1,4,5,6,7,2,1,4,5,7,3,6,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,6,5,7,1,2,3,4,28
P696,1,0,1,4,5,6,7,2,1,5,4,7,6,2,1,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,6,5,7,1,2,3,4,28
P710,1,0,1,4,5,7,2,6,1,4,5,7,6,2,1,7,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,6,4,7,1,2,5,3,28
P745,1,0,1,4,3,5,6,2,1,1,5,4,3,6,2,7,4,4,1,11,5,4,0,0,1,0,0,0,0,0,1,6,5,2,1,3,4,7,28
P780,1,0,1,4,5,3,1,7,6,4,7,5,3,1,6,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,4,7,3,1,2,6,5,28
P803,1,0,1,4,5,1,7,6,2,4,5,7,6,2,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,3,6,7,1,2,5,4,28
P815,1,0,1,4,5,1,7,6,3,4,5,7,1,6,3,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,3,7,6,1,2,5,4,28
P821,1,0,1,4,5,6,1,7,3,5,4,6,1,3,7,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,4,7,6,1,2,3,5,28
P837,1,0,1,4,5,1,6,7,2,4,5,6,7,1,3,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,3,6,7,1,2,4,5,28
P859,1,0,1,4,5,7,6,2,3,4,7,5,6,3,2,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,7,5,6,1,2,4,3,28
P930,0,0,1,4,1,5,3,6,5,5,4,1,3,3,7,7,4,4,1,5,3,7,0,0,1,0,0,0,0,0,1,2,7,4,1,6,5,0,25
P1061,1,0,1,4,1,5,6,3,7,4,5,6,7,1,3,3,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,2,7,5,1,3,4,6,28
P1111,1,0,1,4,3,5,7,1,2,3,4,5,7,1,6,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,6,2,1,3,7,4,28
P1117,1,0,1,4,5,7,3,1,6,3,4,5,7,1,6,2,4,4,1,11,5,2,0,0,1,0,0,0,0,0,1,5,7,4,1,2,6,3,28
P1129,1,0,1,4,5,7,6,1,3,4,5,7,6,1,3,6,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,7,6,1,2,4,3,28
P1276,1,0,1,4,5,2,3,1,6,4,5,2,3,1,6,7,4,4,2,11,5,2,0,0,1,0,0,0,0,0,1,5,3,4,1,2,6,7,28
P1312,1,0,1,4,6,1,5,3,2,4,6,1,5,2,3,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,3,6,5,1,4,2,7,28
P1380,1,0,1,4,2,3,6,5,1,4,5,6,3,2,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,6,2,3,1,5,4,7,28
P1394,1,0,1,4,5,6,1,3,1,3,4,5,6,7,2,2,4,4,2,11,5,2,0,0,1,0,0,0,0,0,1,6,7,5,1,2,3,0,24
P1408,1,0,1,4,2,6,7,5,3,5,4,7,6,2,1,3,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,7,2,6,1,5,3,4,28
P1500,1,0,1,4,5,1,3,5,3,3,1,4,5,7,2,2,4,4,2,11,5,2,0,0,1,0,0,0,0,0,1,3,7,6,1,5,0,0,22
P1511,1,0,1,4,5,6,7,1,2,5,4,7,6,1,2,3,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,6,7,1,2,3,4,28
P1562,1,0,1,4,3,1,7,6,5,4,7,3,1,6,5,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,3,7,2,1,6,5,4,28
P1614,1,0,1,4,5,2,1,6,7,4,5,1,2,6,7,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,4,3,7,1,2,5,6,28
P1669,1,0,1,4,6,1,2,5,3,4,5,7,1,6,3,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,3,4,6,1,5,2,7,28
P1698,1,0,1,4,5,6,7,2,3,4,5,7,6,1,2,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,7,5,6,1,2,3,4,28
P18,1,1,#NULL!,4,2,1,5,6,3,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,3,2,6,1,4,5,7,28
P71,0,1,#NULL!,4,5,7,2,1,6,8,8,8,8,8,8,4,4,4,2,5,3,8,0,0,1,0,0,0,0,0,1,5,4,7,1,2,6,3,28
P125,1,1,#NULL!,4,5,7,6,1,2,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,3,28
